,0,1,2,3,4
0,1.0,1390.0,55.5,47.0,8.0
1,2.0,1312.0,179.0,89.25,8.0
2,3.0,1224.0,58.0,130.0,7.875
3,4.0,750.0,315.0,87.0,7.6796875
4,5.0,2098.6666666666665,428.6666666666667,88.0,7.0703125
5,6.0,873.0,475.0,112.0,7.6796875
6,7.0,1787.5,160.0,107.5,7.2109375
7,8.0,1445.0,388.0,131.0,7.55078125
8,9.0,531.0,319.0,123.0,7.484375
9,10.0,1470.0,122.0,70.0,7.484375
10,11.0,224.0,434.0,192.0,7.484375
11,12.0,833.0,19.0,29.0,7.484375
12,13.0,2494.0,218.0,106.5,7.484375
13,14.0,869.0,369.0,128.0,7.34765625
14,15.0,1283.0,98.5,185.0,7.34765625
15,16.0,1106.5,444.5,161.0,7.34765625
16,17.0,1051.0,106.0,176.0,7.34765625
17,18.0,2526.0,104.0,63.0,7.34765625
18,19.0,2394.0,398.5,129.0,7.0703125
19,20.0,2251.0,236.0,70.0,7.28125
20,21.0,1703.0,281.0,8.0,7.2109375
21,22.0,2076.0,198.0,60.0,7.2109375
22,23.0,383.5,401.0,84.0,7.2109375
23,24.0,710.0,499.0,199.0,7.6796875
24,25.0,1572.0,457.0,15.0,7.140625
25,26.0,279.0,249.0,144.0,7.140625
26,27.0,2254.0,114.5,220.0,7.140625
27,28.0,231.0,263.0,234.0,7.140625
28,29.0,0.0,104.0,238.0,7.34765625
29,30.0,2779.0,8.0,66.0,7.0703125
30,31.0,669.0,396.0,204.0,7.0703125
31,32.0,402.0,219.0,182.0,7.0703125
32,33.0,792.0,495.0,125.0,7.34765625
33,34.0,465.0,26.0,74.0,7.0703125
34,35.0,1431.0,349.0,200.0,7.0703125
35,36.0,305.0,108.0,242.0,7.0703125
36,37.0,2370.5,191.0,43.0,7.0703125
37,38.0,1613.0,462.0,17.0,7.0703125
38,39.0,2522.75,163.75,75.25,6.70703125
39,40.0,1677.0,200.0,129.0,7.0703125
40,41.0,2790.0,340.0,194.0,7.0703125
41,42.0,2624.0,472.0,77.0,7.0703125
42,43.0,586.0,320.0,23.0,7.0703125
43,44.0,2695.0,23.0,106.0,7.0703125
44,45.0,1960.5,440.0,71.0,7.0703125
45,46.0,317.6666666666667,60.66666666666667,219.0,6.70703125
46,47.0,2698.0,16.0,26.0,7.0703125
47,48.0,2500.0,45.0,8.0,7.0703125
48,49.0,748.0,294.0,127.0,7.0703125
49,50.0,1219.5,153.0,165.0,7.0703125
50,51.0,2455.0,19.0,141.0,7.0703125
51,52.0,1288.0,417.0,99.0,7.0703125
52,53.0,961.2857142857143,248.57142857142858,17.0,7.0
53,54.0,893.6666666666666,476.0,43.33333333333333,7.140625
54,55.0,1809.5,117.33333333333333,66.33333333333333,7.0
55,56.0,133.0,464.0,205.0,7.0
56,57.0,1995.8,486.8,153.8,6.40234375
57,58.0,1381.090909090909,237.0,224.36363636363637,7.0
